image,caption_1,caption_2,caption_3,caption_4,caption_5
2479553749_f7ac031940.jpg,A tow-headed boy looks on at the children 's merry-go-round .,A little boy is watching a merry-go-round .,a little baby standing in front of a colorful merry-go-round,A little boy watches a Ferris Wheel in motion .,Small child looking at a colorful children 's amuseument ride .
375392855_54d46ed5c8.jpg,A woman skier in yellow and black races down the slope in front of the snow-covered trees .,A woman snow skiing in a yellow jacket and black pants .,A woman in a yellow and black outfit is skiing .,The woman in the yellow jacket is riding on snow skates .,A woman skiing down a slope .
642987597_03b21a1437.jpg,A little brown haired girl up in a tree .,A girl in a tree smiles .,"Young girl with long , dark hair , in a tree .",The smiling girl has climbed a tree .,A girl in a tree .
3067500667_0fce8f28d4.jpg,"A cricket player swings his bat , but misses .",A man is standing in front of some red sticks trying to hit a ball .,A man is swinging a paddle at a unique ball game .,A cricket batsman has been bowled out middle stump .,A player hits the ball at a cricket game .
3458559770_12cf9f134e.jpg,The biker in blue is going around a corner .,Person in blue jacket on a bike on a dirt course with people looking from behind a red and white barrier .,A person on a bmx bike .,The motocross rider wearing blue and black pants .,"A biker with a blue jacket , black pants , and white helmet driving on dirt while people watch ."
2649705487_4605e879e9.jpg,A woman jogs down the rode near a rocky shore .,A woman passing by the shore .,"A woman in yellow , jogging .",The woman in the yellow shirt jogged along the coastline .,"A woman is jogging on a road by a shoreline , holding an item up in the air ."
2064417101_3b9d817f4a.jpg,Three dogs racing on a dirt track,Three greyhounds reach the finish line .,A greyhound dog race is happening at the track .,Three greyhound dogs race around a dark track .,three dogs run across the track .
2701487024_e866eb4550.jpg,A young boy holds his boogie board in shallow ocean water .,A smiling young boy wearing a bathing suit is holding a surfboard and laying down in the ocean water .,An excited boy playing in the surf with a body board .,A young boy with a blue body board .,A boy plays in the ocean with a boogie board .
1348957576_c4a78eb974.jpg,A man and a woman sitting near small boats .,The man and woman are sitting by the boats .,A blonde woman in a white tank top and sunglasses is talking to a man sitting next to boats on a rock surface .,Two people sitting beside a few small boats .,A man and a woman are sitting on the ground and surrounded by boats .
2544246151_727427ee07.jpg,A girl with a red shirt is running in the grass .,There is a young child with a red shirt with a skull and crossbones on it .,a girl in red runs across the grass .,A child wearing a red shirt and blue Crocs shoes runs toward the camera .,A young child with a red shirt is running in the grass
3441104823_33cdae5a56.jpg,a crowd of people are at the top of steps in front of a white building .,A group of people standing outside of a building .,A crowd of people dressed for warm weather stand in line in front of a building waiting for something .,A wide line of people .,A large group of people have formed a line outside .
2192026581_b782d1355a.jpg,A group of children in the ocean .,A group of youngsters swim in lake water,Several people swim in a body of water .,A bunch of people swimming in water .,Many children are playing and swimming in the water .
485566887_57eac33bd1.jpg,Two dogs are fighting and playing with each other while running through some grass .,Two brown dogs with blue collars are running in the grass .,One dog biting at another dog 's face in a grassy field .,Two dogs are playing in the grass .,There are two brown dogs playing in field .
2299859649_07ca44a222.jpg,A kid turns around with an object in hand while someone passes behind him .,A young boy holds up a candy bar while yelling .,A young boy wearing a red coat eats a chocolate bar .,A young boy wearing a red winter coat is eating and holding up a candy bar .,A boy in a red jacket holding a stick and yelling .
2067833088_04e84e5bf2.jpg,A hiker posing for a photo in an arid mountain landscape .,A man in a green hat standing on a slope in front of a mountain .,"a man in camouflage hiking gear , wearing a green pouch is standing in the foothills .",A person in hiking gear is standing on a hill with a mountain in the background .,A man in a green hat poses in the mountains
2366643786_9c9a830db8.jpg,A child in denim playing hopscotch .,Closeup of a pair of feet in mid jump while playing hopscotch .,Someone is playing hopscotch on a chalked out grid on the ground .,The kid is playing hopscotch .,The legs of a child playing hopscotch .
2891162278_fbf96be4f4.jpg,a boy in a blue shirt is doing a back flip in the air .,Person doing backflips outside in the grass .,A man in a jean jacket and jean pants is doing a back flip on a grassy area .,A person dressed in blue performing a back flip .,A person dressed in light blue with white shoes does a back flip in the grass .
2052202553_373dad145b.jpg,A dog is running through a creek with a stick in its mouth .,A reddish brown dog walking in water carrying a stick in his mouth .,A dog carries a very big stick through the water .,A brown dog wades into a lake to retrieve a stick .,A dog holds a stick in its mouth in the water .
2376878930_dd3e7cc544.jpg,Boy running along court with tennis racket .,A small boy runs barefoot on a concrete surface while holding a racket .,A young boy playing tennis on a wet court with no shoes .,A child runs barefoot across a blacktop parking lot .,A child holding a tennis racquet running on a tennis court .
162743064_bb242faa31.jpg,A dog jumps in the air to catch a tennis ball .,A brown dog catching a ball in silhouette .,A dog is backlit buy the sun as he jumps up to catch a tennis ball .,A dog catching a tennis ball at sunset in a yard .,a brown dog is leaping into the air to catch a ball .
377872672_d499aae449.jpg,"Three dogs playing in the snow , with a city in the background .",Three dogs playing in the snow while one dog wears a jacket .,Four dogs play in the snow with the city skyline behind them .,"Three dogs are in the snow , and one is wearing a winter coat .",The dogs are playing in the snow .
506882688_b37d549593.jpg,Young person stands in spray from a fountain under a cloudy blue sky .,Kids are standing in the sprinklers getting soaked with water .,People standing in water spouts in the city on a sunny day .,"A boy standing next to large fountain , with an office building in the background .",People are playing in water fountains .
3583903436_028b06c489.jpg,A young boy in a green swing rides through the air near a barn .,The boy swings next to the barn .,A young boy swings alongside an old wooden building .,A boys swings on a green swing outside a old wooden structure .,A boy is playing on a green swing in front of a wooden barn .
2271755053_e1b1ec8442.jpg,The boy runs with the basketball while looking up .,A young boy is playing basketball in an official game .,A boy with red shorts is holding a basketball in a basketball court .,The children are playing basketball indoors .,The boy is playing basketball .
2056377805_e9a9b3bcf0.jpg,A group of people river rafting .,A group of friends ride the current in a raft .,A group of people wearing life jackets riding a raft through rough waters .,this group of people are practicing water safety by wearing preservers while in a raft on the river,a large group of people in a red raft wearing red life jackets on the river
1776981714_5b224d0f7a.jpg,two Asian women walking in front of a green door,two women walk down the street .,Two women walking down the street,Two girls are walking along the street and talking .,Two women walk down a street .
2198511848_311d8a8c2f.jpg,A man jumps off a ramp on a snowboard .,The snowboarder is in the middle of a very tall jump,"Snowboarder flies off of snowy jump , mountains in background .",A snowboarder jumps through the air on their snowboard .,A snowboarder high in the air .
1389651420_8d95d8f6ed.jpg,A boy stands beside a railing at a go kart track .,A little boy in a red shirt is making a face into the camera while waiting at a go cart track .,A little boy is standing in line for go-karts .,The small boy is excited he will be riding a go-cart .,A little boy grinning with a go cart in the background .
2244551043_21b8cca866.jpg,The man and woman at the window are turned around to the man and woman behind them .,Four people wait outside in a line for ticket .,Two men and two women standing at the window of a ticket booth .,Four people standing outside of an outdoor ticket booth .,Four people are lining up to purchase tickets at the theater .
3362805914_72f60ee8cb.jpg,A girl doing a back bend .,A girl does a back bend in a field .,a little girl doing a back bend on a grassy field,A girl bends over backwards in the tall grass .,A young girl does a back hand spring in tall grass .
3322389758_394c990b6a.jpg,A black dog is splashing through soggy grass carrying a stick .,A black dog runs out of the water with a stick in its mouth .,The black dog is running through a swampy area with pieces of wood its mouth .,dog running in water with stick in mouth,A black dog carrying a stick in its mouth runs through a huge puddle in the grass .
3560125106_691c292893.jpg,A show dog jumps through a flaming obstacle .,A light brown dog jumps through a ring of fire while two people watch .,A dog is jumping through a fiery obstacle .,A dog is jumping through a flaming hoop .,A tan dog is jumping through a fire hoop
327415627_6313d32a64.jpg,Two dogs running past a tree .,Two grey dogs run near the water on a manicured lawn in the fall .,Two dogs run along the green grass near the water .,Two dogs run through a field .,Two dogs run through grass near a body of water .
3278581900_8ce75a5332.jpg,A toddler boy in a sailor suit and a little girl run in the sand .,Two kids run through grey sand .,two smiling kids walking on sand,Two small children walk down a sandy beach .,Two young children are on sand .
2817230861_d27341dec0.jpg,Two woman playing beach volleyball .,Two women play volleyball on the sand .,Two female beach volleyball players face off at the net with the Beijing Olympics logo visible in the background .,Two women in skimpy outfits play sand volleyball .,two female volleyball players try to hit the ball .
2914331767_8574e7703d.jpg,a man in a red uniform jumping on a sports field,A dark-skinned man is jumping in the air during a sports game .,A soccer player dressed in red takes a leap in the air as his teammate looks on .,"Athlete running on field , blurred athletes running in background .",This is a soccer game with one team dressed in red and black .
3024022266_3528c16ed8.jpg,A young male surfing .,A young boy rides on a surfboard with light blue water behind him .,young boy surfing on blue water,a young surfer surfs the large blue wave .,A boy surfs .
2537119659_fa01dd5de5.jpg,A little girl with black sunglasses drives a 4x4 red Jeep while a little boy stands in the background dressed in blue .,A girl drives a toy truck while a young boy plays behind her,A little girl rides a toy car while her brother walks behind .,A little boy chases a little girl who is driving a red toy jeep .,A young boy in blue is chasing a young girl sitting in a play car .
315125146_d9a8e60061.jpg,The dog has jumped up and is pulling at the man 's leather jacket with its mouth .,A dog with a sleeve in its mouth of a coat a man is wearing .,A black and white dog bits the jacket of a person .,Brown and white dog biting man 's leather jacket .,A dog pulls at the sleeve of a man in a leather coat .
3130093622_362f32f2bb.jpg,A black and brown dog jumps through the snow .,A dog is running through the snow .,A dog running with a stick in the snow .,Black and tan dog with object in mouth in the snow .,A German Shephard plays in the snow .
3497485793_e36c1d2779.jpg,Two girls are using a flip chart whilst talking to some younger children .,Two girls doing a presentation,Two young woman perform near handwritten notice as little girls watch .,A pair of young women with an easel give a lecture to a young audience .,Two young women with a large piece of paper .
516648762_0cff84ea97.jpg,A girl in a school uniform screams with a bug on her finger .,A bug sits on a girls finger while she looks shocked .,A young girl makes a face as she looks at an insect on her finger .,A girl looks at a bug on her finger and looks scared .,The girl with glasses on has a bug on her right pointer finger .
3454355269_6185e29f95.jpg,A person on a bike is riding through a rocky trail in the woods .,A mountain biker rides across a rocky terrain .,Man in safety gear riding a bike on a rocky trail .,A man with a helmet rides his bike on a bumpy path .,A person in a red jacket riding a mountain bike .
1716445442_9cf3528342.jpg,A woman picking up a large rock .,A person holds a large rock while a white car is parked .,A person in a green jacket and black pants lifts a rock .,A man picking up a big rock .,A person picks up things in a rocky spot next to a car .
3477672764_7f07657a26.jpg,A young soccer player chasing after the ball with another player on the right .,A soccer player is about to kick the ball near the goal .,"During a soccer game , a boy in blue attempts to kick the ball .",Children playing soccer with an adult in the background .,"A boy in a blue , playing soccer , about to kick the ball ."
2510560080_1439fe32f2.jpg,Children wearing helmets ride horses in a ring .,Two young girls are riding horses within a white fence .,Two children are riding horses over sand near a white fence .,Kids are riding horses in a ring .,Two children wear helmets and ride horses over the sand inside a fenced area .
315436114_6d386b8c36.jpg,A brown dog in snow is biting at a piece of pink cloth .,The brown dog is gnawing at something in the snow .,A dog in the snow ripping an object with its teeth,A brown dog bites a purple mitten in the snow .,A dog on snow has something in its mouth .
280932151_ae14a67be5.jpg,The white dog looks happy running .,A white dog runs toward the camera .,Dog runs through trees toward camera,A white dog running through woods .,A white dog running from a wooded area .
760138567_762d9022d4.jpg,A little girl jumps from the yellow ladder into the swimming pool .,A young girl in a blue bathing suit jumps off of a yellow slide into the water .,A girl is jumping into a pool with two slides behind her .,A girl goes down a yellow slide into a pool .,A child jumping from a slide into a pool .
3243094580_ccd01679f5.jpg,The person is bicycling on the street at nighttime .,A girl is riding her bike at night .,A person on a bicycle rides down the city sidewalk at night .,A person walks in the dark near streetlights .,A street light lit bridge with a cyclist and some cars .
3590647207_2d4ec3f52c.jpg,A group of women riding horses while holding the flags of multiple nations,"Two women riding horses , carrying the American and Canadian flags at a rodeo .",Women are riding horses in an arena carrying the flags of Canada and the United States .,Several people on horseback carrying flags .,cowgirls waving the United States flag and the Canada flag
3400041870_4e7732b40f.jpg,An Asian boy and girl walking amongst a crowd with trees over their path .,Two Asian girls walk along the park .,An Asian boy and girl are walking in a park .,An Asian teenage boy in a pink and black jacket walks with a teenage girl in a brown jacket .,Two Asian teens in jackets
3626998066_3ae11ee278.jpg,Two brown dogs are playing with a green toy on grass .,Two brown dogs run together .,A brown dog chases another brown dog who has a green ball .,Two brown dogs run through a field .,"Two black dogs are running in the grass , one has a green ball in his mouth ."
2705793985_007cc703fb.jpg,A black dog with a blue collar runs through the green grass .,A black and white dog with a blue collar walks through the grass .,A black and white dog in a blue harness running through a grassy field .,A black and white dog runs through grass .,A black and white dog with a blue halter runs through the grass .
3601533527_6c2439113c.jpg,A man is partially silhouetted and leaning against a dark object .,A man leaning on a pole .,A man wearing a baseball cap leaning against a post .,The man is leaning against a tree .,The man is standing outside next to a wooden phone pole .
2337809114_899ba61330.jpg,A person being blindfolded by a girl and a boy .,"Three kids play , one is blindfolded .",Two young children are playing with a teenage girl who is blindfolded .,A girl is blindfolded by a young boy and girl .,A boy and girl are placing a red blindfold over a woman 's eyes .
3033612929_764d977bd5.jpg,Two dogs play with each other outdoors .,A small white dog is carrying something blue in its mouth and a bigger brown and black dog is carrying something orange in its mouth .,Two dogs walking with their toys .,Two dogs playing outside near the water .,A large dog and a small one walk with their toys .
1468103286_96a6e07029.jpg,New York Yankee warming up .,A baseball player in a Yankees uniform is holding a bat in one hand,A New York Yankee holds up a bat .,A baseball player from New York waiting to bat during a game .,A Baseball batter raising his arm .
1084040636_97d9633581.jpg,A white dog has its head on the ground .,A white dog rests its head on the patio bricks .,A closeup of a white dog that is laying its head on its paws .,a large white dog lying on the floor .,A white dog is resting its head on a tiled floor with its eyes open .
3248408149_41a8dd90d3.jpg,Two dogs playing in the sand next to a fence .,A large dog plays in the sand with a small dog .,A brown and white dog stands on the sand to look at another dog .,A brown and white dog standing next to a smaller brown and white dog in front of a fence .,Collie dog digs in sand .
3545586120_283d728a97.jpg,Two boxers fiercely attacking each other .,Two men wearing white boxing gloves are in a ring .,Two men with white gloves box in a dimly lit boxing rink .,Two boxers with white gloves are fighting .,The taller man is trying to block the shorter man .
1262077938_8b9516c273.jpg,A woman sits alone on a park bench in the sun .,A girl with a black purse sitting on a wooden bench .,A young asian woman wearing long shorts and a gray collared t-shirt is sitting on a wooden bench .,A woman with a handbag is sitting on a wooden bench .,A young woman with a black purse sits on a wooden bench .
2952751562_ff1c138286.jpg,A man with grey hair and a suit walks down a dimly lit hallway .,"Gray-haired man in suit , with blurry train station in background .",A man in a suit waits for the subway,Man with grey hair wearing a suit is waiting in a subway tunnel .,Group of people standing in a subway tunnel .
2684322797_85406f571d.jpg,A person wearing a white tank top sits at a table with a beer .,A person sits at a table outside drinking beer .,A large person in shorts and a white shirt sitting at a table .,"A fat guy in pink , drinking beer .",An overweight person drinking .
3490736665_38710f4b91.jpg,A brown and white dogs stands in front of a wooden building while tennis balls fly through the air .,A dog jumps for several tennis balls thrown at him .,A dog stands on his hind legs amid a shower of tennis balls .,A brown and white dog in front of a shed overwhelmed by the onslaught of tennis balls .,A big dog stands on his hand leg as tennis balls are thrown his direction .
3639617775_149001232a.jpg,"The bridal party poses with the bride and groom , all wearing black except for the bride .",a wedding photo of ten people with big smiles wearing black and white outfits,A wedding party stands in the church getting their picture taken .,A bridal party poses for a picture .,"The bride in the white dress is surrounded by the groomsmen and bridesmaids , all in black ."
2502007071_82a8c639cf.jpg,A woman in sunglasses and a blue flowered shirt stands while a boy and a man sit nearby .,"Three adults and one child are waiting outside of a building , perhaps a school .","A man in stripes , a woman in sunglasses , and a child in a blue hat in front of a brick building .",A woman wearing sunglasses and a flowered shirt looks to the left .,A group of people in front of a house .
2858439751_daa3a30ab8.jpg,a man on a race bike,A green motorcycle is being ridden on a wet racetrack .,A man rides a green motorcycle on a wet racetrack .,Person riding a green racing motorcycle .,A motorcycle racer is turning around a curve on a wet road .
1295669416_21cabf594d.jpg,A girl in a red and black striped shirt sits on a brick wall in front of a tropical plant .,A girl wearing a red and black striped shirt is sitting on a brick wall near a flower garden .,A girl dressed in a red and black top with black pants is sitting on a wall .,A lady in a red and black striped shirt is sitting on a retaining wall .,A woman in semi-formal attire is sitting on a concrete wall .
3655155990_b0e201dd3c.jpg,Two dogs playing in the water .,Two furry beige dogs playing in ocean surf .,"Two white , long-haired dogs playing in the ocean","Two dogs playing in the water , one is bounding at the other .",Two white dogs are splashing around in white waves .
